pathway	your_input	Souris_tax_id(10090)	entrez(10090)	gene_symbol(10090)	title(10090)	location(10090)	chrom(10090)	status(10090)	type(10090)	aliases(10090)	database(10090)	humain_tax_id(9606)	entrez(9606)	gene_symbol(9606)	title(9606)	location(9606)	chrom(9606)	status(9606)	type(9606)	aliases(9606)	database(9606)
Glycolysis	Pfkm	10090	18642	Pfkm	phosphofructokinase, muscle	15 F1|15 54.09 cM	15	active	protein-coding	[PFK-A, AI131669, ENSMUSG00000033065, Pfkx, 97548, Pfka, Pfk-4, ATP-PFK, Pfk, MGI:97548, Pfk4, PFK-M, Pfk-]	EpiMed GENSYM	9606	5213	PFKM	phosphofructokinase, muscle	12q13.11	12	active	protein-coding	[M26066, PFK-A, PFKX, ATP-PFK, CCDS8760, MIM:610681, CCDS86294, CCDS86295, PFK1, RGD:68419, HGNC:8877, uc001rrc.4, NM_000289, PFKA, OTTHUMG00000169898, PPP1R122, CCDS53786, ENSG00000152556, PFK-1, MGI:97548, 8877, P08237, PFKM, GSD7]	NCBI GENE
PPP	Pfkp	10090	56421	Pfkp	phosphofructokinase, platelet	13 A1|13 3.25 cM	13	active	protein-coding	[PFK-P, OTTMUSG00000033856, 1891833, PFK-C, 1200015H23Rik, MGI:1891833, 9330125N24Rik, ENSMUSG00000021196, ATP-PFK, PFK-]	EpiMed GENSYM	9606	5214	PFKP	phosphofructokinase, platelet	10p15.2	10	active	protein-coding	[OTTHUMG00000017556, NM_002627, PFK-C, CCDS55698, RGD:61893, MGI:1891833, ENSG00000067057, MIM:171840, CCDS7059, ATP-PFK, PFK-P, PFKF, uc001igp.4, AK092597, 8878, Q01813, HGNC:8878, PFKP]	NCBI GENE
Glycolysis	Pfkp	10090	56421	Pfkp	phosphofructokinase, platelet	13 A1|13 3.25 cM	13	active	protein-coding	[PFK-P, OTTMUSG00000033856, 1891833, PFK-C, 1200015H23Rik, MGI:1891833, 9330125N24Rik, ENSMUSG00000021196, ATP-PFK, PFK-]	EpiMed GENSYM	9606	5214	PFKP	phosphofructokinase, platelet	10p15.2	10	active	protein-coding	[OTTHUMG00000017556, NM_002627, PFK-C, CCDS55698, RGD:61893, MGI:1891833, ENSG00000067057, MIM:171840, CCDS7059, ATP-PFK, PFK-P, PFKF, uc001igp.4, AK092597, 8878, Q01813, HGNC:8878, PFKP]	NCBI GENE
Glycolysis	Pgam1	10090	18648	Pgam1	phosphoglycerate mutase 1	19 C3|19 35.44 cM	19	active	protein-coding	[2310050F24Rik, Pgam, 97552, Pgam-1, MGI:97552, ENSMUSG00000011752]	EpiMed GENSYM	9606	5223	PGAM1	phosphoglycerate mutase 1	10q24.1	10	active	protein-coding	[RGD:3312, NM_002629, PGAM1, OTTHUMG00000018846, BC010038, HEL-S-35, CCDS7458, MGI:97552, ENSG00000171314, MIM:172250, ENSG00000226784, PGAM-B, P18669, PGAMA, uc001knh.4, 8888, HGNC:8888]	NCBI GENE
Glycolysis	Pgam1	10090	18648	Pgam1	phosphoglycerate mutase 1	19 C3|19 35.44 cM	19	active	protein-coding	[2310050F24Rik, Pgam, 97552, Pgam-1, MGI:97552, ENSMUSG00000011752]	EpiMed GENSYM	9606	441531	PGAM4	phosphoglycerate mutase family member 4	Xq21.1	X	active	protein-coding	[HGNC:21731, 21731, dJ1000K24.1, PGAM1, NM_001029891, AF465731, MIM:300567, OTTHUMG00000057865, CCDS35338, PGAM-B, ENSG00000226784, Q8N0Y7, PGAM3, PGAM4, uc004ecy.2]	NCBI GENE
Glycolysis	Pgam2	10090	56012	Pgam2	phosphoglycerate mutase 2	11 A1|11 3.87 cM	11	active	protein-coding	[MGI:1933118, OTTMUSG00000005095, 1933118, ENSMUSG00000020475]	EpiMed GENSYM	9606	5224	PGAM2	phosphoglycerate mutase 2	7p13	7	active	protein-coding	[RGD:3313, CCDS34624, PGAMM, PGAM2, ENSG00000164708, MIM:612931, PGAM-M, MGI:1933118, P15259, GSD10, OTTHUMG00000155355, uc003tjs.3, 8889, HGNC:8889, NM_000290]	NCBI GENE
LTP	Tmem246	10090	67063	Pgap4	post-GPI attachment to proteins GalNAc transferase 4	4 B1|4 26.63 cM	4	active	protein-coding	[AI835809, 2810432L12Rik, ENSMUSG00000039611, 1914313, 9330170P15Rik, Tmem246, MGI:1914313, OTTMUSG00000008319]	EpiMed GENALIAS	9606	84302	PGAP4	post-GPI attachment to proteins GalNAc transferase 4	9q31.1	9	active	protein-coding	[Q9BRR3, RGD:1307218, uc064uvq.1, HGNC:28180, MGI:1914313, NM_032342, TMEM246, ENSG00000165152, BC006115, C9orf125, CCDS6757, 28180, MGC12992, OTTHUMG00000020381, MIM:620264]	NCBI GENE
PPP	Pgd	10090	110208	Pgd	phosphogluconate dehydrogenase	4 E2|4 78.96 cM	4	active	protein-coding	[0610042A05Rik, AU019875, OTTMUSG00000010934, C78335, 97553, ENSMUSG00000028961, MGI:97553]	EpiMed GENSYM	9606	5226	PGD	phosphogluconate dehydrogenase	1p36.22	1	active	protein-coding	[uc001arc.4, 8891, HGNC:8891, P52209, NM_002631, PGD, RGD:1583832, OTTHUMG00000001905, 6PGD, MGI:97553, BC000368, MIM:172200, ENSG00000142657, CCDS113]	NCBI GENE
PPP	Pgd	10090	110208	Pgd	phosphogluconate dehydrogenase	4 E2|4 78.96 cM	4	active	protein-coding	[0610042A05Rik, AU019875, OTTMUSG00000010934, C78335, 97553, ENSMUSG00000028961, MGI:97553]	EpiMed GENSYM	9606	26227	PHGDH	phosphoglycerate dehydrogenase	1p12	1	active	protein-coding	[HEL-S-113, O43175, PHGDHD, OTTHUMG00000012100, MGI:1355330, PDG, NLS, CCDS904, NLS1, 8923, 3PGDH, PHGDH, RGD:61987, PGDH, BC011262, MIM:606879, ENSG00000092621, SERA, NM_006623, PGD, HGNC:8923, uc001ehz.4, 3-PGDH, PGAD]	NCBI GENE
Glycolysis	Pgk1	10090	18655	Pgk1	phosphoglycerate kinase 1	X D|X 47.36 cM	X	active	protein-coding	[OTTMUSG00000018277, MGI:97555, 97555, Pgk-, ENSMUSG00000062070, Pgk-1]	EpiMed GENSYM	9606	5230	PGK1	phosphoglycerate kinase 1	Xq21.1	X	active	protein-coding	[MIM:311800, L00159, OTTHUMG00000021888, 8896, PGKA, MGI:97555, RGD:619878, CCDS14438, HEL-S-68p, MIG10, P00558, PGK1, uc004ecz.5, HGNC:8896, NM_000291, ENSG00000102144]	NCBI GENE
Glycolysis	Pgk2	10090	18663	Pgk2	phosphoglycerate kinase 2	17 B2|17 19.44 cM	17	active	protein-coding	[ENSMUSG00000031233, Tcp-2, 97563, Tcp-, MGI:97563, Pgk-, Pgk-2]	EpiMed GENSYM	9606	5232	PGK2	phosphoglycerate kinase 2	6p12.3	6	active	protein-coding	[P07205, 8898, PGKB, uc003ozu.5, NM_138733, ENSG00000170950, MGI:97563, HEL-S-272, RGD:1306627, PGK-2, MIM:172270, CCDS4930, OTTHUMG00000014824, PGK2, HGNC:8898, K03019, dJ417L20.2, PGKPS]	NCBI GENE
PPP	Pgls	10090	66171	Pgls	6-phosphogluconolactonase	8 B3.3|8 34.43 cM	8	active	protein-coding	[ENSMUSG00000031807, 1110030K05Rik, 1913421, AI447866, OTTMUSG00000033938, MGI:1913421, Plgs]	EpiMed GENSYM	9606	25796	PGLS	6-phosphogluconolactonase	19p13.11	19	active	protein-coding	[O95336, ENSG00000130313, HEL-S-304, MIM:604951, 6PGL, OTTHUMG00000182879, NM_012088, AJ243972, MGI:1913421, HGNC:8903, CCDS12361, RGD:1307001, PGLS, uc002ngw.4, 8903]	NCBI GENE
PPP	Pgm1	10090	72157	Pgm1	phosphoglucomutase 1	4 C6|4 45.71 cM	4	active	protein-coding	[ENSMUSG00000025791, AA407108, OTTMUSG00000008026, 97565, Pgm-2, MGI:97565, Pgm1a, Pgm-, AI098105, Pgm, Pgm2, 2610020G18Rik, Pgm1]	EpiMed GENSYM	9606	5236	PGM1	phosphoglucomutase 1	1p31.3	1	active	protein-coding	[CCDS53323, BC019920, NM_002633, CCDS53324, MIM:171900, MGI:97565, CCDS625, OTTHUMG00000008968, P36871, GSD14, HGNC:8905, CDG1T, uc001dbh.5, 8905, RGD:3316, PGM1, ENSG00000079739]	NCBI GENE
Glycolysis	Pgm1	10090	72157	Pgm1	phosphoglucomutase 1	4 C6|4 45.71 cM	4	active	protein-coding	[ENSMUSG00000025791, AA407108, OTTMUSG00000008026, 97565, Pgm-2, MGI:97565, Pgm1a, Pgm-, AI098105, Pgm, Pgm2, 2610020G18Rik, Pgm1]	EpiMed GENSYM	9606	5236	PGM1	phosphoglucomutase 1	1p31.3	1	active	protein-coding	[CCDS53323, BC019920, NM_002633, CCDS53324, MIM:171900, MGI:97565, CCDS625, OTTHUMG00000008968, P36871, GSD14, HGNC:8905, CDG1T, uc001dbh.5, 8905, RGD:3316, PGM1, ENSG00000079739]	NCBI GENE
PPP	Pgm2	10090	66681	Pgm2	phosphoglucomutase 2	5 C3.1|5 32.8 cM	5	active	protein-coding	[Pgm-, 3230402E02Rik, Pgm, 97564, Pgm2, ENSMUSG00000029171, OTTMUSG00000026404, Pgm-1, Pgm1, MGI:97564]	EpiMed GENSYM	9606	55276	PGM2	phosphoglucomutase 2	4p14	4	active	protein-coding	[uc011byb.2, BC010087, Q96G03, FLJ10983, NM_018290, OTTHUMG00000097813, CCDS3443, MGI:97564, MSTP006, HGNC:8906, ENSG00000169299, MIM:172000, PGM2, 8906, RGD:1306061]	NCBI GENE
Glycolysis	Pgm2	10090	66681	Pgm2	phosphoglucomutase 2	5 C3.1|5 32.8 cM	5	active	protein-coding	[Pgm-, 3230402E02Rik, Pgm, 97564, Pgm2, ENSMUSG00000029171, OTTMUSG00000026404, Pgm-1, Pgm1, MGI:97564]	EpiMed GENSYM	9606	55276	PGM2	phosphoglucomutase 2	4p14	4	active	protein-coding	[uc011byb.2, BC010087, Q96G03, FLJ10983, NM_018290, OTTHUMG00000097813, CCDS3443, MGI:97564, MSTP006, HGNC:8906, ENSG00000169299, MIM:172000, PGM2, 8906, RGD:1306061]	NCBI GENE
Detox	Pgp	10090	67078	Pgp	phosphoglycolate phosphatase	17 A3.3|17 12.39 cM	17	active	protein-coding	[AI481330, 1700012G19Rik, MGI:1914328, AUM, ENSMUSG00000043445, G3PP, 1914328]	EpiMed GENSYM	9606	5243	ABCB1	ATP binding cassette subfamily B member 1	7q21.12	7	active	protein-coding	[MGI:97570, P-GP, P-gp, ABCB1, CLCS, NM_000927, PGY1, ENPAT, GP170, RGD:619951, OTTHUMG00000023393, HGNC:40, ABC20, MDR1, uc003uiz.3, p-170, MIM:171050, ENSG00000085563, P08183, M14758, CCDS5608, 40, CD243]	NCBI GENE
Detox	Pgp	10090	67078	Pgp	phosphoglycolate phosphatase	17 A3.3|17 12.39 cM	17	active	protein-coding	[AI481330, 1700012G19Rik, MGI:1914328, AUM, ENSMUSG00000043445, G3PP, 1914328]	EpiMed GENSYM	9606	283871	PGP	phosphoglycolate phosphatase	16p13.3	16	active	protein-coding	[NM_024118, PGPase, HGNC:8909, G3PP, 8909, A6NDG6, MGI:1914328, RGD:1307773, PGP, AUM, BC035985, uc002cpk.2, MIM:172280, ENSG00000184207, CCDS42104, OTTHUMG00000177047]	NCBI GENE
Detox	Pgp	10090	67078	Pgp	phosphoglycolate phosphatase	17 A3.3|17 12.39 cM	17	active	protein-coding	[AI481330, 1700012G19Rik, MGI:1914328, AUM, ENSMUSG00000043445, G3PP, 1914328]	EpiMed GENSYM	9606	54858	PGPEP1	pyroglutamyl-peptidase I	19p13.11	19	active	protein-coding	[CCDS77264, uc002nis.2, RGD:1303133, MIM:610694, CCDS12375, OTTHUMG00000183358, CCDS74314, HGNC:13568, MGI:1913772, PGI, PGPI, PGP, ENSG00000130517, AJ278828, NM_017712, Pcp, PGPEP1, CCDS82319, PAP-I, PGP-I, Q9NXJ5, 13568]	NCBI GENE
Detox	PGP	10090	66522	Pgpep1	pyroglutamyl-peptidase I	8 B3.3|8 34.15 cM	8	active	protein-coding	[ENSMUSG00000056204, 1913772, 2810003H13Rik, MGI:1913772, Gm19458, OTTMUSG00000061450, P, PGPI, PG, PGP, Pcp, PAP-I, PGP-I]	EpiMed GENALIAS										
PPP	PGD	10090	236539	Phgdh	3-phosphoglycerate dehydrogenase	3 F2.2|3 42.74 cM	3	active	protein-coding	[A10, 3PGD, ENSMUSG00000053398, SERA, OTTMUSG00000026317, PGD, MGI:1355330, A1, 1355330, 3-PGDH, S, 4930479N23, 3-PGD, PG, 3PGDH, PGDH, PGAD]	EpiMed GENALIAS										
LTP	Pitpna	10090	18738	Pitpna	phosphatidylinositol transfer protein, alpha	11 B5|11 45.92 cM	11	active	protein-coding	[P, Pitpn, OTTMUSG00000006217, ENSMUSG00000017781, vibrator, MGI:99887, 99887, vb]	EpiMed GENSYM	9606	5306	PITPNA	phosphatidylinositol transfer protein alpha	17p13.3	17	active	protein-coding	[RGD:61885, VIB1A, OTTHUMG00000177779, 9001, PITPNA, HGNC:9001, HEL-S-36, PI-TPalpha, MGI:99887, uc059zgh.1, ENSG00000174238, PITPN, Q00169, NM_006224, CCDS45563, M73704, MIM:600174]	NCBI GENE
LTP	Pitpnb	10090	56305	Pitpnb	phosphatidylinositol transfer protein, beta	5 F|5 53.79 cM	5	active	protein-coding	[MGI:1927542, OTTMUSG00000054235, 1927542, PI-TP-beta, ENSMUSG00000050017]	EpiMed GENSYM	9606	23760	PITPNB	phosphatidylinositol transfer protein beta	22q12.1	22	active	protein-coding	[OTTHUMG00000150976, 9002, MGI:1927542, MIM:606876, HGNC:9002, PITPNB, PtdInsTP, CCDS13842, PI-TP-beta, RGD:620143, uc003adk.5, P48739, CCDS63432, ENSG00000180957, CCDS63433, NM_001284277, D30037, VIB1B]	NCBI GENE
LTP	Pitpnc1	10090	71795	Pitpnc1	phosphatidylinositol transfer protein, cytoplasmic 1	11 E1|11 70.21 cM	11	active	protein-coding	[Dnr411, mrdgBbeta, 5830436L09Rik, AI851387, 1919045, MGI:1919045, C330017I21Rik, rdgB-beta, 1110020B03Rik, RDGB-BE, OTTMUSG00000003636, RDGBB1, ENSMUSG00000040430, RDGBB, AI662802]	EpiMed GENSYM	9606	26207	PITPNC1	phosphatidylinositol transfer protein cytoplasmic 1	17q24.2	17	active	protein-coding	[M-RDGB-beta, MIM:605134, CCDS58587, MGI:1919045, CCDS58588, 21045, uc002jgc.5, Q9UKF7, ENSG00000154217, PITPNC1, RDGBB1, AF171102, RDGBB, RGD:1597047, OTTHUMG00000179602, HGNC:21045, RDGB-BETA, MRDGBbeta, NM_012417]	NCBI GENE
LTP	Pitpnm1	10090	18739	Pitpnm1	phosphatidylinositol transfer protein, membrane-associated 1	19 A|19 3.81 cM	19	active	protein-coding	[Nir-2, Mpt-1, OTTMUSG00000026157, Rd9, R75447, RdgB, ENSMUSG00000024851, ENSMUSG00000097096, 1197524, PITPnm 1, Rdg, Pitpnm, MGI:1197524, RdgB1, DRE, DRES9]	EpiMed GENSYM	9606	9600	PITPNM1	phosphatidylinositol transfer protein membrane associated 1	11q13.2	11	active	protein-coding	[CCDS31620, 9003, RGD:1306710, Rd9, RDGB1, uc001oly.4, OTTHUMG00000167675, RDGB, ENSG00000110697, O00562, NM_004910, RDGBA1, PITPNM1, MGI:1197524, RDGBA, DRES9, HGNC:9003, X98654, PITPNM, CCDS44659, NIR2, MIM:608794]	NCBI GENE
LTP	Pitpnm2	10090	19679	Pitpnm2	phosphatidylinositol transfer protein, membrane-associated 2	5 F|5 63.39 cM	5	active	protein-coding	[RDGBA2, 1336192, Rdgb2, mKIAA1457, OTTMUSG00000033871, NIR3, ENSMUSG00000029406, MGI:1336192, Rdgb, N]	EpiMed GENSYM	9606	57605	PITPNM2	phosphatidylinositol transfer protein membrane associated 2	12q24.31	12	active	protein-coding	[CCDS9242, Q9BZ72, MIM:608920, RDGB2, 21044, CCDS73543, MGI:1336192, AF334585, NM_020845, NIR-3, RDGBA2, uc001uej.2, OTTHUMG00000168845, PITPNM2, NIR3, HGNC:21044, ENSG00000090975, RGD:1310867]	NCBI GENE
LTP	Pitpnm2Os1	10090	75927	Pitpnm2os1	phosphatidylinositol transfer protein, membrane-associated 2, opposite strand 1	5 F|5 63.46 cM	5	active	ncRNA	[ENSMUSG00000090220, MGI:1923177, 1923177, 4930568K20Rik]	NCBI GENE										
LTP	Pitpnm2Os2	10090	100047482	Pitpnm2os2	phosphatidylinositol transfer protein, membrane-associated 2, opposite strand 2	5 F|5 63.44 cM	5	active	ncRNA	[3840147, ENSMUSG00000089842, MGI:3840147, Gm16338, Gm34166]	NCBI GENE										
LTP	Pitpnm3	10090	327958	Pitpnm3	PITPNM family member 3	11 B4|11 43.82 cM	11	active	protein-coding	[Gm880, 2685726, MGI:2685726, AI848332, Ack, OTTMUSG00000006099, A330068P14Rik, ENSMUSG00000040543, Ackr6]	EpiMed GENSYM	9606	83394	PITPNM3	PITPNM family member 3	17p13.2-p13.1	17	active	protein-coding	[MIM:608921, Q9BZ71, CORD5, OTTHUMG00000102039, 21043, AF334586, CCDS11076, NM_031220, RDGBA3, MGI:2685726, RGD:1308200, PITPNM3, ENSG00000091622, HGNC:21043, uc002gdd.5, ACKR6, NIR1, CCDS54080]	NCBI GENE
Pyruvate	Pklr	10090	18770	Pklr	pyruvate kinase liver and red blood cell	3 F1|3 39.01 cM	3	active	protein-coding	[97604, R-PK, Pk-, MGI:97604, Pk1, Pk-1, Pk, R-, OTTMUSG00000017504, ENSMUSG00000041237]	EpiMed GENSYM	9606	5313	PKLR	pyruvate kinase L/R	1q22	1	active	protein-coding	[MIM:609712, ENSG00000262785, HGNC:9020, P30613, RGD:3336, PKLR, NM_000298, CCDS44240, OTTHUMG00000035875, RPK, 9020, PKL, PKRL, M15465, MGI:97604, PKR, ENSG00000143627, PK1, CNSHA2, BC025737, uc001fkb.5, CCDS1109]	NCBI GENE
Glycolysis	Pklr	10090	18770	Pklr	pyruvate kinase liver and red blood cell	3 F1|3 39.01 cM	3	active	protein-coding	[97604, R-PK, Pk-, MGI:97604, Pk1, Pk-1, Pk, R-, OTTMUSG00000017504, ENSMUSG00000041237]	EpiMed GENSYM	9606	5313	PKLR	pyruvate kinase L/R	1q22	1	active	protein-coding	[MIM:609712, ENSG00000262785, HGNC:9020, P30613, RGD:3336, PKLR, NM_000298, CCDS44240, OTTHUMG00000035875, RPK, 9020, PKL, PKRL, M15465, MGI:97604, PKR, ENSG00000143627, PK1, CNSHA2, BC025737, uc001fkb.5, CCDS1109]	NCBI GENE
Pyruvate	Pkm	10090	18746	Pkm	pyruvate kinase, muscle	9 B|9 32.03 cM	9	active	protein-coding	[MGI:97591, AL024370, Pk-3, Pk-2, Pkm2, ENSMUSG00000032294, AL024424, AA414905, OTTMUSG00000063298, 97591, Pk-, Pk3, Pk]	EpiMed GENSYM	9606	5315	PKM	pyruvate kinase M1/2	15q23	15	active	protein-coding	[CCDS55972, MGI:97591, P14618, HEL-S-30, 9021, uc002aty.3, M23725, CTHBP, p58, NM_001206796, OIP3, PK3, RGD:3337, HGNC:9021, PKM2, ENSG00000067225, CCDS32285, CCDS32284, CCDS73752, THBP1, OTTHUMG00000172709, TCB, PKM, MIM:179050]	NCBI GENE
Glycolysis	Pkm	10090	18746	Pkm	pyruvate kinase, muscle	9 B|9 32.03 cM	9	active	protein-coding	[MGI:97591, AL024370, Pk-3, Pk-2, Pkm2, ENSMUSG00000032294, AL024424, AA414905, OTTMUSG00000063298, 97591, Pk-, Pk3, Pk]	EpiMed GENSYM	9606	5315	PKM	pyruvate kinase M1/2	15q23	15	active	protein-coding	[CCDS55972, MGI:97591, P14618, HEL-S-30, 9021, uc002aty.3, M23725, CTHBP, p58, NM_001206796, OIP3, PK3, RGD:3337, HGNC:9021, PKM2, ENSG00000067225, CCDS32285, CCDS32284, CCDS73752, THBP1, OTTHUMG00000172709, TCB, PKM, MIM:179050]	NCBI GENE
OXPHOS	Ppa1	10090	67895	Ppa1	pyrophosphatase (inorganic) 1	10 B4|10 32.25 cM	10	active	protein-coding	[P, OTTMUSG00000035023, 97831, Pyp, 2010317E03Rik, MGI:97831, ENSMUSG00000020089]	EpiMed GENSYM	9606	5464	PPA1	inorganic pyrophosphatase 1	10q22.1	10	active	protein-coding	[PP, RGD:1589773, HEL-S-66p, uc001jqv.2, IOPPP, AF154065, 9226, MGI:97831, Ppase, OTTHUMG00000018399, NM_021129, CCDS7299, PP1, PPA1, Q15181, ENSG00000180817, HGNC:9226, MIM:179030, SID6-8061]	NCBI GENE
OXPHOS	Ppa2	10090	74776	Ppa2	pyrophosphatase (inorganic) 2	3 G3|3 61.71 cM	3	active	protein-coding	[1110013G13Rik, 1922026, ENSMUSG00000028013, Sid63, MGI:1922026, Sid6306, OTTMUSG00000029590]	EpiMed GENSYM	9606	27068	PPA2	inorganic pyrophosphatase 2	4q24	4	active	protein-coding	[MIM:609988, ENSG00000138777, NM_176869, RGD:1307965, OTTHUMG00000128781, SCFAI, CCDS3667, Q9H2U2, SID6-306, HGNC:28883, PPA2, SCFI, CCDS3669, CCDS3668, CCDS34043, 28883, uc003hxl.4, HSPC124, MGI:1922026, FLJ20459]	NCBI GENE
ERstress	Ppard	10090	19015	Ppard	peroxisome proliferator activator receptor delta	17 A3.3|17 14.64 cM	17	active	protein-coding	[PPAR-delta, Ppa, ENSMUSG00000002250, OTTMUSG00000023384, Nr1c2, PPAR-beta, MGI:101884, Pparb, Nr1, P, NUC1, NUC-1, PPARdelta, PPAR, PPAR[b], 101884, Pparb/d, NUC]	EpiMed GENSYM	9606	5467	PPARD	peroxisome proliferator activated receptor delta	6p21.31	6	active	protein-coding	[9235, CCDS54995, Q03181, CCDS54994, OTTHUMG00000014567, MGI:101884, NUCI, RGD:3370, NM_006238, FAAR, ENSG00000112033, NR1C2, NUCII, MIM:600409, uc003okm.3, NUC1, CCDS4804, CCDS4803, L07592, HGNC:9235, PPARB, PPARD]	NCBI GENE
ERstress	Pparg	10090	19016	Pparg	peroxisome proliferator activated receptor gamma	6 E3|6 53.41 cM	6	active	protein-coding	[PPA, 97747, Nr1c3, OTTMUSG00000056643, Ppar-, PPARgamma, Nr1, ENSMUSG00000000440, PPAR-gamma, PPARgamma2, MGI:97747, PPAR, PPAR-gamma2]	EpiMed GENSYM	9606	5468	PPARG	peroxisome proliferator activated receptor gamma	3p25.2	3	active	protein-coding	[9236, X90563, GLM1, RGD:3371, OTTHUMG00000129764, PPARgamma, uc003bwx.4, NR1C3, FPLD3, CCDS2610, P37231, PPARG1, ENSG00000132170, MGI:97747, CCDS87046, NM_005037, PPARG2, CIMT1, PPARG5, PPARG, MIM:601487, HGNC:9236, CCDS2609]	NCBI GENE
AminoAcids	Nat8L	10090	269642	Nat8l	N-acetyltransferase 8-like	5 B2|5 17.83 cM	5	active	protein-coding	[OTTMUSG00000055711, Shati, ENSMUSG00000048142, Sh, 2447776, MGI:2447776, 1110038O08Rik]	NCBI GENE	9606	339983	NAT8L	N-acetyltransferase 8 like	4p16.3	4	active	protein-coding	[MIM:610647, ENSG00000185818, NACED, NM_178557, 26742, RGD:1305719, OTTHUMG00000121151, CML3, Q8N9F0, AK094797, CCDS3359, NAT8-LIKE, FLJ37478, HGNC:26742, NAT8L, Hcml3, MGI:2447776, uc003geq.3]	NCBI GENE
AminoAcids	Nit2	10090	52633	Nit2	nitrilase family, member 2	16 C1.1|16 34.22 cM	16	active	protein-coding	[1190017B19Rik, 1261838, D16Ertd502, MGI:1261838, D16Ertd502e, ENSMUSG00000022751]	EpiMed GENSYM	9606	56954	NIT2	nitrilase family member 2	3q12.2	3	active	protein-coding	[NM_020202, CCDS33806, AF284574, 29878, Q9NQR4, uc003dtv.4, ENSG00000114021, RGD:1310494, HEL-S-8a, MGI:1261838, MIM:616769, HGNC:29878, OTTHUMG00000159066, NIT2]	NCBI GENE
ERstress	Ppp1R15A	10090	17872	Ppp1r15a	protein phosphatase 1, regulatory subunit 15A	7 B3|7 29.34 cM	7	active	protein-coding	[1927072, Myd116, Gadd34, ENSMUSG00000040435, 9630030H21, OTTMUSG00000024467, MGI:1927072, Gadd3]	NCBI GENE	9606	23645	PPP1R15A	protein phosphatase 1 regulatory subunit 15A	19q13.33	19	active	protein-coding	[GADD34, PPP1R15A, 14375, CCDS12738, MIM:611048, NM_014330, HGNC:14375, MGI:1927072, OTTHUMG00000183330, RGD:621526, uc002pky.5, U83981, ENSG00000087074, O75807]	NCBI GENE
TCA	cs	10090	70673	Prdm16	PR domain containing 16	4 E2|4 83.96 cM	4	active	protein-coding	[MGI:1917923, cs, ENSMUSG00000039410, Mel, 5730557K01Rik, OTTMUSG00000010585, 1917923, mel1, csp1]	EpiMed GENALIAS										
Antioxydant	Prdx1	10090	18477	Prdx1	peroxiredoxin 1	4 D1|4 53.28 cM	4	active	protein-coding	[ENSMUSG00000028691, TPxA, pr, OSF, MSP23, OSF-3, OTTMUSG00000009533, 99523, MSP, TDX2, MGI:99523, Paga, PrdxI, prx1, P, OSF3, Tdpx2, PrxI, PAG, NkefA, Tdpx]	EpiMed GENSYM	9606	5052	PRDX1	peroxiredoxin 1	1p34.1	1	active	protein-coding	[HGNC:9352, NM_181697, TDPX2, MSP23, Q06830, NKEF-A, PAGB, BC021683, NKEFA, MGI:99523, 9352, PAGA, MIM:176763, ENSG00000117450, OTTHUMG00000007738, uc001cob.4, PRXI, PRDX1, PAG, RGD:620039, CCDS522, PRX1]	NCBI GENE
Antioxydant	Prdx2	10090	21672	Prdx2	peroxiredoxin 2	8 C3|8 41.4 cM	8	active	protein-coding	[TSA, 109486, ENSMUSG00000005161, Band-8, PrxII, TDX1, MGI:109486, PRP, Torin, P, TPx-B, T, Tdpx1, NkefB, OTTMUSG00000016959, TP, TPx, TR, AL022839, Tdpx]	EpiMed GENSYM	9606	7001	PRDX2	peroxiredoxin 2	19p13.13	19	active	protein-coding	[9353, TSA, P32119, TDPX1, NM_005809, HGNC:9353, NKEF-B, NKEFB, uc002mvd.5, MGI:109486, PRP, CCDS12281, PRDX2, MIM:600538, TPX1, HEL-S-2a, RGD:3838, PTX1, PRX2, MGC4104, PRXII, ENSG00000167815, OTTHUMG00000134285]	NCBI GENE
Antioxydant	Prdx3	10090	11757	Prdx3	peroxiredoxin 3	19 D3|19 56.52 cM	19	active	protein-coding	[A, TDXM, AW822249, OTTMUSG00000021212, ENSMUSG00000024997, D0Tohi1, Aop1, Ef2, D0Toh, Ef2l, Prx3, SP22, Mer, SP, MGI:88034, 88034, Mer5]	EpiMed GENSYM	9606	10935	PRDX3	peroxiredoxin 3	10q26.11	10	active	protein-coding	[prx-III, 9354, SP-22, HGNC:9354, D49396, PRO1748, uc001lec.5, MIM:604769, CCDS7611, OTTHUMG00000019146, P30048, PRDX3, AOP1, ENSG00000165672, NM_006793, SCAR32, RGD:620040, HBC189, PPPCD, MGI:88034, AOP-1, MER5]	NCBI GENE
Antioxydant	Prdx4	10090	53381	Prdx4	peroxiredoxin 4	X F3|X 72.38 cM	X	active	protein-coding	[MGI:1859815, AOE3, Pr, AOE372, Prx-iv, TRANK, OTTMUSG00000019347, 1859815, ENSMUSG00000025289, Prx4]	EpiMed GENSYM	9606	10549	PRDX4	peroxiredoxin 4	Xp22.11	X	active	protein-coding	[HEL-S-97n, 17169, uc004dam.4, AOE37-2, CCDS14206, HGNC:17169, NM_006406, PRX-4, MGI:1859815, RGD:620043, AOE372, PRDX4, MIM:300927, U25182, Q13162, ENSG00000123131, OTTHUMG00000021253]	NCBI GENE
